#card
Reflechir, Je vais reflechir (Futur proche/Near Future),Я подумаю, Je vais reflechir a ta proposition ce soir., Tu vas reflechir a l’offre?, Il/Elle va reflechir a la question., Nous allons reflechir ensemble., Vous allez reflechir au probleme?, Ils/Elles vont reflechir a leur avenir.
Songer, Je vais songer (Futur proche/Near Future),Я подумаю, Je vais songer a partir ce soir., Tu vas songer a changer?, Il/Elle va songer a l’avenir., Nous allons songer a voyager., Vous allez songer a quoi?, Ils/Elles vont songer a leur vie.
Prendre, Je vais prendre (Futur proche/Near Future),Я возьму, Je vais prendre le bus a 9 heures., Tu vas prendre des vacances?, Il/Elle va prendre une decision., Nous allons prendre le train., Vous allez prendre quel vol?, Ils/Elles vont prendre le dernier metro.
Apprendre, Je vais apprendre (Futur proche/Near Future),Я выучу, Je vais apprendre le francais bientot., Tu vas apprendre vite?, Il/Elle va apprendre le piano., Nous allons apprendre ensemble., Vous allez apprendre l’espagnol?, Ils/Elles vont apprendre beaucoup.
Devoir, Je vais devoir (Futur proche/Near Future),Мне придётся, Je vais devoir travailler demain., Tu vas devoir venir., Il/Elle va devoir partir., Nous allons devoir finir., Vous allez devoir etudier., Ils/Elles vont devoir appeler.
Devenir, Je vais devenir (Futur proche/Near Future),Я стану, Je vais devenir meilleur., Tu vas devenir grand., Il/Elle va devenir celebre., Nous allons devenir amis., Vous allez devenir riches?, Ils/Elles vont devenir forts.
Louer, Je vais louer (Futur proche/Near Future),Я арендую, Je vais louer un appartement bientot., Tu vas louer une voiture?, Il/Elle va louer une maison., Nous allons louer un velo., Vous allez louer ici?, Ils/Elles vont louer une villa.
Laver, Je vais laver (Futur proche/Near Future),Я помою, Je vais laver la vaisselle ce soir., Tu vas laver ta voiture?, Il/Elle va laver le linge., Nous allons laver les legumes., Vous allez laver les fenetres?, Ils/Elles vont laver le sol.
Se laver, Je vais me laver (Futur proche/Near Future),Я помоюсь, Je vais me laver ce soir., Tu vas te laver vite?, Il/Elle va se laver les mains., Nous allons nous laver apres le sport., Vous allez vous laver les cheveux?, Ils/Elles vont se laver le visage.
Oublier, Je vais oublier (Futur proche/Near Future),Я забуду, Je vais probablement oublier les cles., Tu vas oublier ton rendez-vous?, Il/Elle va oublier tout., Nous allons oublier les noms., Vous allez oublier le code?, Ils/Elles vont oublier facilement.
Demander, Je vais demander (Futur proche/Near Future),Я спрошу, Je vais demander de l’aide demain., Tu vas demander le prix?, Il/Elle va demander une faveur., Nous allons demander des informations., Vous allez demander la route?, Ils/Elles vont demander pardon.
Avoir, Je vais avoir (Futur proche/Near Future),У меня будет, Je vais avoir une nouvelle voiture bientot., Tu vas avoir faim?, Il/Elle va avoir 30 ans., Nous allons avoir du temps., Vous allez avoir raison., Ils/Elles vont avoir du succes.
Mettre, Je vais mettre (Futur proche/Near Future),Я положу, Je vais mettre la table ce soir., Tu vas mettre ton manteau?, Il/Elle va mettre de la musique., Nous allons mettre les livres., Vous allez mettre du sel?, Ils/Elles vont mettre leurs chaussures.
Tenir, Je vais tenir (Futur proche/Near Future),Я подержу, Je vais tenir ma promesse., Tu vas tenir le bebe?, Il/Elle va tenir la porte., Nous allons tenir le record., Vous allez tenir la cle?, Ils/Elles vont tenir leur parole.
Paraitre, Je vais paraitre (Futur proche/Near Future),Я покажусь, Je vais paraitre fatigue demain., Tu vas paraitre content., Il/Elle va paraitre jeune., Nous allons paraitre calmes., Vous allez paraitre surpris?, Ils/Elles vont paraitre heureux.
Sembler, Je vais sembler (Futur proche/Near Future),Я покажусь, Je vais sembler heureux demain., Tu vas sembler fatigue., Il/Elle va sembler malade., Nous allons sembler prets., Vous allez sembler d’accord?, Ils/Elles vont sembler contents.
Sentir, Je vais sentir (Futur proche/Near Future),Я почувствую, Je vais sentir une bonne odeur bientot., Tu vas sentir le froid?, Il/Elle va sentir la fleur., Nous allons sentir le vent., Vous allez sentir le parfum?, Ils/Elles vont sentir la peur.
Attendre, Je vais attendre (Futur proche/Near Future),Я подожду, Je vais attendre le bus., Tu vas attendre ton ami?, Il/Elle va attendre une reponse., Nous allons attendre le train., Vous allez attendre longtemps?, Ils/Elles vont attendre leur tour.
Retenir, Je vais retenir (Futur proche/Near Future),Я удержу, Je vais retenir mieux la prochaine fois., Tu vas retenir les lecons?, Il/Elle va retenir tout., Nous allons retenir les dates., Vous allez retenir l’information?, Ils/Elles vont retenir les regles.
Suivre, Je vais suivre (Futur proche/Near Future),Я последую, Je vais suivre le cours demain., Tu vas suivre les instructions?, Il/Elle va suivre la mode., Nous allons suivre le guide., Vous allez suivre le match?, Ils/Elles vont suivre les nouvelles.
Servir, Je vais servir (Futur proche/Near Future),Я послужу, Je vais servir le diner ce soir., Tu vas servir a table?, Il/Elle va servir les clients., Nous allons servir le repas., Vous allez servir quoi?, Ils/Elles vont servir bien.
Recevoir, Je vais recevoir (Futur proche/Near Future),Я получу, Je vais recevoir ton colis la semaine prochaine., Tu vas recevoir une bonne nouvelle., Il/Elle va recevoir une augmentation., Nous allons recevoir les resultats., Vous allez recevoir une invitation., Ils/Elles vont recevoir un prix.
Perdre, Je vais perdre (Futur proche/Near Future),Я проиграю, Je vais probablement perdre mes cles., Tu vas perdre patience?, Il/Elle va perdre du poids., Nous allons perdre du temps., Vous allez perdre le match?, Ils/Elles vont perdre patience.
Apercevoir, Je vais apercevoir (Futur proche/Near Future),Я замечу, Je vais apercevoir le probleme bientot., Tu vas apercevoir quelqu’un?, Il/Elle va apercevoir la difference., Nous allons apercevoir la verite., Vous allez apercevoir le changement?, Ils/Elles vont apercevoir le danger.
Partir, Je vais partir (Futur proche/Near Future),Я уйду, Je vais partir en voyage demain., Tu vas partir bientot?, Il/Elle va partir tot., Nous allons partir ensemble., Vous allez partir a quelle heure?, Ils/Elles vont partir en vacances.
Ecouter, Je vais ecouter (Futur proche/Near Future),Я послушаю, Je vais ecouter de la musique ce soir., Tu vas ecouter attentivement?, Il/Elle va ecouter le professeur., Nous allons ecouter la radio., Vous allez ecouter les conseils?, Ils/Elles vont ecouter le podcast.
Commencer, Je vais commencer (Futur proche/Near Future),Я начну, Je vais commencer le travail demain., Tu vas commencer a comprendre?, Il/Elle va commencer le cours., Nous allons commencer maintenant., Vous allez commencer quand?, Ils/Elles vont commencer bien.
Savoir, Je vais savoir (Futur proche/Near Future),Я узнаю, Je vais savoir la reponse bientot., Tu vas savoir conduire?, Il/Elle va savoir tout., Nous allons savoir la verite., Vous allez savoir nager?, Ils/Elles vont savoir parler francais.
Reconnaitre, Je vais reconnaitre (Futur proche/Near Future),Я узнаю, Je vais reconnaitre ta voix tout de suite., Tu vas reconnaitre l’endroit?, Il/Elle va reconnaitre l’erreur., Nous allons reconnaitre le talent., Vous allez reconnaitre le signe?, Ils/Elles vont reconnaitre leurs amis.
Penser, Je vais penser (Futur proche/Near Future),Я подумаю, Je vais penser a toi ce soir., Tu vas penser a l’avenir?, Il/Elle va penser a ses etudes., Nous allons penser a la meme chose., Vous allez penser voyager?, Ils/Elles vont penser differemment.
Quitter, Je vais quitter (Futur proche/Near Future),Я покину, Je vais quitter la maison demain., Tu vas quitter ton travail?, Il/Elle va quitter la ville., Nous allons quitter la fete., Vous allez quitter tot?, Ils/Elles vont quitter le pays.
Vendre, Je vais vendre (Futur proche/Near Future),Я продам, Je vais vendre ma voiture bientot., Tu vas vendre des objets?, Il/Elle va vendre des fruits., Nous allons vendre en ligne., Vous allez vendre quoi?, Ils/Elles vont vendre bien.
Envoyer, Je vais envoyer (Futur proche/Near Future),Я отправлю, Je vais envoyer l’email ce soir., Tu vas envoyer des photos?, Il/Elle va envoyer un cadeau., Nous allons envoyer le rapport., Vous allez envoyer un message?, Ils/Elles vont envoyer des invitations.
Finir, Je vais finir (Futur proche/Near Future),Я закончу, Je vais finir mon devoir ce soir., Tu vas finir tard?, Il/Elle va finir le livre., Nous allons finir le projet., Vous allez finir a 18h?, Ils/Elles vont finir vite.
Passer, Je vais passer (Futur proche/Near Future),Я проведу, Je vais passer du temps ici demain., Tu vas passer par la?, Il/Elle va passer l’examen., Nous allons passer les vacances., Vous allez passer bien?, Ils/Elles vont passer leur vie.
Aller, Je vais aller (Futur proche/Near Future),Я пойду, Je vais aller a l’ecole demain., Tu vas aller bien?, Il/Elle va aller au travail., Nous allons aller au cinema., Vous allez aller ou?, Ils/Elles vont aller en France.
Venir, Je vais venir (Futur proche/Near Future),Я приду, Je vais venir avec toi demain., Tu vas venir ce soir?, Il/Elle va venir demain., Nous allons venir ensemble., Vous allez venir quand?, Ils/Elles vont venir de loin.
Entrer, Je vais entrer (Futur proche/Near Future),Я войду, Je vais entrer dans la maison., Tu vas entrer sans frapper?, Il/Elle va entrer dans la piece., Nous allons entrer par la porte., Vous allez entrer librement?, Ils/Elles vont entrer silencieusement.
Sortir, Je vais sortir (Futur proche/Near Future),Я выйду, Je vais sortir ce soir., Tu vas sortir souvent?, Il/Elle va sortir avec des amis., Nous allons sortir en ville., Vous allez sortir ou?, Ils/Elles vont sortir tard.
Naitre, Je vais naitre (Futur proche/Near Future),Я рожусь, Je vais naitre en ete., Tu vas naitre sous quel signe?, Il/Elle va naitre bientot., Nous allons naitre egaux., Vous allez naitre ou?, Ils/Elles vont naitre en France.
Rester, Je vais rester (Futur proche/Near Future),Я останусь, Je vais rester a la maison ce soir., Tu vas rester ici?, Il/Elle va rester calme., Nous allons rester ensemble., Vous allez rester longtemps?, Ils/Elles vont rester en ville.
Faire, Je vais faire (Futur proche/Near Future),Я сделаю, Je vais faire du sport demain., Tu vas faire la cuisine?, Il/Elle va faire ses devoirs., Nous allons faire un effort., Vous allez faire attention?, Ils/Elles vont faire du bruit.
Chercher, J’ai cherche (Passe compose/Simple Past),Я искал, J’ai cherche mes cles hier., Tu as cherche un travail?, Il/Elle a cherche la solution., Nous avons cherche un appartement., Vous avez cherche quoi?, Ils/Elles ont cherche leurs amis.
Commander, Je commandais (Imparfait/Past Continuous),Я заказывал, Je commandais un cafe tous les matins., Tu commandais quoi?, Il/Elle commandait le plat., Nous commandions en ligne., Vous commandiez le dessert?, Ils/Elles commandaient a emporter.
Commander, Je commanderai (Futur simple/Future),Я закажу, Je commanderai un cafe demain., Tu commanderas quoi?, Il/Elle commandera le plat., Nous commanderons en ligne., Vous commanderez le dessert?, Ils/Elles commanderont a emporter.
Commander, Je commanderais (Conditionnel present/Would),Я бы заказал, Je commanderais un cafe si j’avais faim., Tu commanderais quoi?, Il/Elle commanderait le plat., Nous commanderions en ligne., Vous commanderiez le dessert?, Ils/Elles commanderaient a emporter.
Etudier, J’etudie (Present/Present),Я изучаю, J’etudie le francais., Tu etudies beaucoup?, Il/Elle etudie la medecine., Nous etudions ensemble., Vous etudiez l’histoire?, Ils/Elles etudient tard.
Commander, J’ai commande (Passe compose/Simple Past),Я заказал, J’ai commande un cafe hier., Tu as commande quoi?, Il/Elle a commande le plat., Nous avons commande en ligne., Vous avez commande le dessert?, Ils/Elles ont commande a emporter.
Commencer, Je commencerai (Futur simple/Future),Я начну, Je commencerai demain matin., Tu commenceras a comprendre?, Il/Elle commencera le cours., Nous commencerons maintenant., Vous commencerez quand?, Ils/Elles commenceront bien.
Commencer, Je commencerais (Conditionnel present/Would),Я бы начал, Je commencerais plus tot si je pouvais., Tu commencerais a comprendre?, Il/Elle commencerait le cours., Nous commencerions maintenant., Vous commenceriez quand?, Ils/Elles commenceraient bien.
Savoir, Je sais (Present/Present),Я знаю, Je sais la reponse., Tu sais conduire?, Il/Elle sait tout., Nous savons la verite., Vous savez nager?, Ils/Elles savent parler francais.
Commencer, Je commencais (Imparfait/Past Continuous),Я начинал, Je commencais le travail tous les matins., Tu commencais a comprendre., Il/Elle commencait le cours., Nous commencions maintenant., Vous commenciez quand?, Ils/Elles commencaient bien.
Commencer, J’ai commence (Passe compose/Simple Past),Я начал, J’ai commence le travail hier., Tu as commence a comprendre?, Il/Elle a commence le cours., Nous avons commence maintenant., Vous avez commence quand?, Ils/Elles ont commence bien.
Comprendre, Je comprenais (Imparfait/Past Continuous),Я понимал, Je comprenais bien avant., Tu comprenais le francais., Il/Elle comprenait vite., Nous comprenions tout., Vous compreniez l’exercice?, Ils/Elles comprenaient l’idee.
